1707317697.860098 server started (49944): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1707317697.860112 on Linux 6.1.74 #1-NixOS SMP PREEMPT_DYNAMIC Sat Jan 20 10:50:11 UTC 2024
1707317697.860122 using libevent 2.1.12-stable (poll); utf8proc 2.9.0; ncurses 6.4
1707317697.860158 input_key_build: 0x10e003 (PasteStart) is \033[200~
1707317697.860161 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1707317697.860164 input_key_build: 0x10e195 (F1) is \033OP
1707317697.860167 input_key_build: 0x10e196 (F2) is \033OQ
1707317697.860170 input_key_build: 0x10e197 (F3) is \033OR
1707317697.860173 input_key_build: 0x10e198 (F4) is \033OS
1707317697.860176 input_key_build: 0x10e199 (F5) is \033[15~
1707317697.860179 input_key_build: 0x10e19a (F6) is \033[17~
1707317697.860182 input_key_build: 0x10e19b (F7) is \033[18~
1707317697.860186 input_key_build: 0x10e19c (F8) is \033[19~
1707317697.860189 input_key_build: 0x10e19d (F9) is \033[20~
1707317697.860191 input_key_build: 0x10e19e (F10) is \033[21~
1707317697.860195 input_key_build: 0x10e19f (F11) is \033[23~
1707317697.860198 input_key_build: 0x10e1a0 (F12) is \033[24~
1707317697.860201 input_key_build: 0x10e1a1 (IC) is \033[2~
1707317697.860204 input_key_build: 0x10e1a2 (DC) is \033[3~
1707317697.860207 input_key_build: 0x10e1a3 (Home) is \033[1~
1707317697.860210 input_key_build: 0x10e1a4 (End) is \033[4~
1707317697.860214 input_key_build: 0x10e1a5 (NPage) is \033[6~
1707317697.860216 input_key_build: 0x10e1a6 (PPage) is \033[5~
1707317697.860219 input_key_build: 0x10e1a7 (BTab) is \033[Z
1707317697.860222 input_key_build: 0x10e1a8 (Up) is \033[A
1707317697.860225 input_key_build: 0x10e1a9 (Down) is \033[B
1707317697.860228 input_key_build: 0x10e1aa (Left) is \033[D
1707317697.860231 input_key_build: 0x10e1ab (Right) is \033[C
1707317697.860234 input_key_build: 0x10e1ac (KP/) is /
1707317697.860237 input_key_build: 0x10e1ad (KP*) is *
1707317697.860240 input_key_build: 0x10e1ae (KP-) is -
1707317697.860243 input_key_build: 0x10e1af (KP7) is 7
1707317697.860245 input_key_build: 0x10e1b0 (KP8) is 8
1707317697.860248 input_key_build: 0x10e1b1 (KP9) is 9
1707317697.860251 input_key_build: 0x10e1b2 (KP+) is +
1707317697.860253 input_key_build: 0x10e1b3 (KP4) is 4
1707317697.860255 input_key_build: 0x10e1b4 (KP5) is 5
1707317697.860258 input_key_build: 0x10e1b5 (KP6) is 6
1707317697.860261 input_key_build: 0x10e1b6 (KP1) is 1
1707317697.860265 input_key_build: 0x10e1b7 (KP2) is 2
1707317697.860268 input_key_build: 0x10e1b8 (KP3) is 3
1707317697.860271 input_key_build: 0x10e1b9 (KPEnter) is \n
1707317697.860273 input_key_build: 0x10e1ba (KP0) is 0
1707317697.860277 input_key_build: 0x10e1bb (KP.) is .
1707317697.860280 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1707317697.860282 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1707317697.860285 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1707317697.860287 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1707317697.860289 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1707317697.860292 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1707317697.860294 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1707317697.860296 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1707317697.860299 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1707317697.860301 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1707317697.860303 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1707317697.860305 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1707317697.860308 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1707317697.860310 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1707317697.860313 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1707317697.860315 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1707317697.860318 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1707317697.860321 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1707317697.860324 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1707317697.860327 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1707317697.860334 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1707317697.860337 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1707317697.860340 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1707317697.860342 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1707317697.860345 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1707317697.860348 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1707317697.860351 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1707317697.860354 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1707317697.860357 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1707317697.860359 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1707317697.860363 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1707317697.860366 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1707317697.860368 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1707317697.860372 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1707317697.860374 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1707317697.860377 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1707317697.860380 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1707317697.860383 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1707317697.860386 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1707317697.860388 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1707317697.860392 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1707317697.860395 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1707317697.860397 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1707317697.860400 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1707317697.860402 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1707317697.860405 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1707317697.860407 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1707317697.860410 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1707317697.860413 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1707317697.860415 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1707317697.860418 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1707317697.860421 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1707317697.860423 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1707317697.860426 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1707317697.860428 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1707317697.860431 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1707317697.860433 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1707317697.860437 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1707317697.860439 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1707317697.860442 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1707317697.860444 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1707317697.860447 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1707317697.860449 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1707317697.860451 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1707317697.860454 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1707317697.860456 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1707317697.860459 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1707317697.860462 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1707317697.860464 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1707317697.860467 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1707317697.860469 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1707317697.860471 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1707317697.860474 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1707317697.860477 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1707317697.860479 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1707317697.860481 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1707317697.860484 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1707317697.860490 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1707317697.860493 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1707317697.860495 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1707317697.860507 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1707317697.860509 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1707317697.860512 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1707317697.860514 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1707317697.860518 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1707317697.860520 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1707317697.860523 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1707317697.860525 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1707317697.860528 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1707317697.860532 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1707317697.860535 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1707317697.860537 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1707317697.860540 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1707317697.860542 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1707317697.860545 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1707317697.860548 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1707317697.860551 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1707317697.860553 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1707317697.860556 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1707317697.860558 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1707317697.860561 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1707317697.860563 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1707317697.860566 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1707317697.860569 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1707317697.860571 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1707317697.860574 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1707317697.860577 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1707317697.860579 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1707317697.860582 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1707317697.860584 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1707317697.860587 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1707317697.860589 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1707317697.860592 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1707317697.860595 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1707317697.860597 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1707317697.860599 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1707317697.860602 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1707317697.860605 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1707317697.860607 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1707317697.860610 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1707317697.860613 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1707317697.860615 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1707317697.860618 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1707317697.860621 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1707317697.860624 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1707317697.860626 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1707317697.860629 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1707317697.860631 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1707317697.860634 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1707317697.860636 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1707317697.860639 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1707317697.860641 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1707317697.860647 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1707317697.860650 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1707317697.860652 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1707317697.860655 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1707317697.860658 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1707317697.860660 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1707317697.860663 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1707317697.860665 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1707317697.860668 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1707317697.860671 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1707317697.860674 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1707317697.860676 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1707317697.860679 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
